id,title,price_gbp,rating,availability,page
405,Lies and Other Acts of Love,45.14,1,In stock,21
406,Lab Girl,40.85,1,In stock,21
407,Keep Me Posted,20.46,4,In stock,21
408,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,3,In stock,21
409,Grey (Fifty Shades #4),48.49,4,In stock,21
410,"Exit, Pursued by a Bear",51.34,4,In stock,21
411,Daredevils,16.34,3,In stock,21
412,Cravings: Recipes for What You Want to Eat,20.5,3,In stock,21
413,Born for This: How to Find the Work You Were Meant to Do,21.59,5,In stock,21
414,Arena,21.36,4,In stock,21
415,Adultery,20.88,5,In stock,21
416,A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,3,In stock,21
417,A Gentleman's Position (Society of Gentlemen #3),14.75,5,In stock,21
418,11/22/63,48.48,3,In stock,21
419,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,2,In stock,21
420,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,5,In stock,21
421,Without Shame,48.27,5,In stock,22
422,Watchmen,58.05,4,In stock,22
423,Unlimited Intuition Now,58.87,4,In stock,22
424,Underlying Notes,11.82,2,In stock,22
425,The Shack,28.03,1,In stock,22
426,The New Brand You: Your New Image Makes the Sale for You,44.05,5,In stock,22
427,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,4,In stock,22
428,The Flowers Lied,16.68,2,In stock,22
429,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,1,In stock,22
430,The Book of Mormon,24.57,3,In stock,22
431,The Art and Science of Low Carbohydrate Living,52.98,5,In stock,22
432,The Alien Club,54.4,1,In stock,22
433,Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,5,In stock,22
434,Nap-a-Roo,25.08,1,In stock,22
435,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,4,In stock,22
436,Modern Day Fables,47.44,2,In stock,22
437,If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,1,In stock,22
438,"Fruits Basket, Vol. 9 (Fruits Basket #9)",33.95,4,In stock,22
439,Dress Your Family in Corduroy and Denim,43.68,3,In stock,22
440,Don't Forget Steven,33.23,1,In stock,22
441,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,2,In stock,23
442,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,4,In stock,23
443,A Shard of Ice (The Black Symphony Saga #1),56.63,3,In stock,23
444,A Hero's Curse (The Unseen Chronicles #1),50.49,3,In stock,23
445,23 Degrees South: A Tropical Tale of Changing Whether...,35.79,2,In stock,23
446,"Zero to One: Notes on Startups, or How to Build the Future",34.06,3,In stock,23
447,Why Not Me?,17.76,1,In stock,23
448,When Breath Becomes Air,39.36,2,In stock,23
449,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,In stock,23
450,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,5,In stock,23
451,The New Drawing on the Right Side of the Brain,43.02,3,In stock,23
452,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,4,In stock,23
453,The Martian (The Martian #1),41.39,2,In stock,23
454,The High Mountains of Portugal,51.15,1,In stock,23
455,The Grownup,35.88,1,In stock,23
456,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,1,In stock,23
457,South of Sunshine,28.93,1,In stock,23
458,Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,5,In stock,23
459,Silence in the Dark (Logan Point #4),58.33,3,In stock,23
460,Shadows of the Past (Logan Point #1),39.67,5,In stock,23
461,Roller Girl,14.1,5,In stock,24
462,Rising Strong,21.82,3,In stock,24
463,Proofs of God: Classical Arguments from Tertullian to Barth,54.21,1,In stock,24
464,Please Kill Me: The Uncensored Oral History of Punk,31.19,4,In stock,24
465,Out of Print: City Lights Spotlight No. 14,53.64,5,In stock,24
466,My Life Next Door (My Life Next Door ),36.39,5,In stock,24
467,Miller's Valley,58.54,2,In stock,24
468,Man's Search for Meaning,29.48,3,In stock,24
469,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,2,In stock,24
470,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,3,In stock,24
471,Les Fleurs du Mal,29.04,5,In stock,24
472,Left Behind (Left Behind #1),40.72,2,In stock,24
473,Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,5,In stock,24
474,Kierkegaard: A Christian Missionary to Christians,47.13,1,In stock,24
475,John Vassos: Industrial Design for Modern Life,20.22,4,In stock,24
476,I'll Give You the Sun,56.48,1,In stock,24
477,I Will Find You,44.21,1,In stock,24
478,Hystopia: A Novel,21.96,4,In stock,24
479,Howl and Other Poems,40.45,2,In stock,24
480,History of Beauty,10.29,4,In stock,24
481,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,2,In stock,25
482,Future Shock (Future Shock #1),55.65,5,In stock,25
483,Ender's Game (The Ender Quintet #1),43.64,1,In stock,25
484,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,1,In stock,25
485,Death by Leisure: A Cautionary Tale,37.51,4,In stock,25
486,Brilliant Beacons: A History of the American Lighthouse,11.45,3,In stock,25
487,Brazen: The Courage to Find the You That's Been Hiding,19.22,2,In stock,25
488,Between the World and Me,56.91,4,In stock,25
489,Being Mortal: Medicine and What Matters in the End,55.06,4,In stock,25
490,"A Murder Over a Girl: Justice, Gender, Junior High",13.2,3,In stock,25
491,32 Yolks,53.63,2,In stock,25
492,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,In stock,25
493,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,3,In stock,25
494,Wildlife of New York: A Five-Borough Coloring Book,22.14,2,In stock,25
495,What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,In stock,25
496,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,2,In stock,25
497,Under the Tuscan Sun,37.33,3,In stock,25
498,Toddlers Are A**holes: It's Not Your Fault,25.55,1,In stock,25
499,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1,In stock,25
500,The Whale,35.96,4,In stock,25
501,The Story of Art,41.14,4,In stock,26
502,The Origin of Species,10.01,4,In stock,26
503,The Great Gatsby,36.05,4,In stock,26
504,The Good Girl,49.03,3,In stock,26
505,The Glass Castle,16.24,1,In stock,26
506,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,1,In stock,26
507,The Drowning Girls,35.67,3,In stock,26
508,The Constant Princess (The Tudor Court #1),16.62,3,In stock,26
509,The Bourne Identity (Jason Bourne #1),42.78,4,In stock,26
510,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,In stock,26
511,The Art Book,32.34,2,In stock,26
512,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,4,In stock,26
513,Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5,In stock,26
514,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2,In stock,26
515,"Sit, Stay, Love",20.9,3,In stock,26
516,Sister Dear,40.2,4,In stock,26
517,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,In stock,26
518,"Rich Dad, Poor Dad",51.74,1,In stock,26
519,Raymie Nightingale,34.41,2,In stock,26
520,Playing from the Heart,32.38,1,In stock,26
521,Nightstruck: A Novel,50.35,4,In stock,27
522,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,5,In stock,27
523,Meternity,43.58,3,In stock,27
524,Memoirs of a Geisha,49.67,3,In stock,27
525,Like Never Before (Walker Family #2),28.77,2,In stock,27
526,Life of Pi,13.22,4,In stock,27
527,Leave This Song Behind: Teen Poetry at Its Best,51.17,5,In stock,27
528,King's Folly (The Kinsman Chronicles #1),39.61,5,In stock,27
529,John Adams,57.43,4,In stock,27
530,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,4,In stock,27
531,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,2,In stock,27
532,Good in Bed (Cannie Shapiro #1),37.05,5,In stock,27
533,"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,1,In stock,27
534,For the Love: Fighting for Grace in a World of Impossible Standards,45.13,3,In stock,27
535,Finding God in the Ruins: How God Redeems Pain,46.64,2,In stock,27
536,Every Heart a Doorway (Every Heart A Doorway #1),12.16,5,In stock,27
537,Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,In stock,27
538,Counted With the Stars (Out from Egypt #1),17.97,5,In stock,27
539,"Chronicles, Vol. 1",52.6,2,In stock,27
540,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,1,In stock,27
541,Benjamin Franklin: An American Life,48.19,3,In stock,28
542,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,In stock,28
543,A Summer In Europe,44.34,2,In stock,28
544,A Short History of Nearly Everything,52.4,5,In stock,28
545,A Gathering of Shadows (Shades of Magic #2),44.81,4,In stock,28
546,The Sound Of Love,57.84,5,In stock,28
547,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,In stock,28
548,The Perks of Being a Wallflower,55.02,3,In stock,28
549,The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,In stock,28
550,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,4,In stock,28
551,The Makings of a Fatherless Child,31.58,2,In stock,28
552,The Joy of Cooking,43.27,4,In stock,28
553,The Invention of Wings,37.34,1,In stock,28
554,The Hobbit (Middle-Earth Universe),17.8,5,In stock,28
555,The Great Railway Bazaar,30.54,1,In stock,28
556,The Golden Compass (His Dark Materials #1),18.77,1,In stock,28
557,The God Delusion,46.85,3,In stock,28
558,The Girl You Left Behind (The Girl You Left Behind #1),15.79,1,In stock,28
559,The Fellowship of the Ring (The Lord of the Rings #1),10.27,2,In stock,28
560,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,5,In stock,28
561,The Barefoot Contessa Cookbook,59.92,5,In stock,29
562,Tell the Wolves I'm Home,50.96,2,In stock,29
563,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,3,In stock,29
564,Pride and Prejudice,19.27,4,In stock,29
565,Musicophilia: Tales of Music and the Brain,46.58,1,In stock,29
566,Mere Christianity,48.51,3,In stock,29
567,Me Before You (Me Before You #1),19.02,1,In stock,29
568,In the Woods (Dublin Murder Squad #1),38.38,2,In stock,29
569,In Cold Blood,49.98,4,In stock,29
570,How to Stop Worrying and Start Living,46.49,5,In stock,29
571,Give It Back,18.32,2,In stock,29
572,"Girl, Interrupted",42.14,3,In stock,29
573,Fun Home: A Family Tragicomic,56.59,4,In stock,29
574,"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,4,In stock,29
575,Deception Point,40.32,4,In stock,29
576,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,3,In stock,29
577,Catherine the Great: Portrait of a Woman,58.55,4,In stock,29
578,Better Homes and Gardens New Cook Book,39.61,3,In stock,29
579,An Unquiet Mind: A Memoir of Moods and Madness,21.3,3,In stock,29
580,A Year in Provence (Provence #1),56.88,4,In stock,29
581,World Without End (The Pillars of the Earth #2),32.97,4,In stock,30
582,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4,In stock,30
583,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,2,In stock,30
584,Where She Went (If I Stay #2),41.73,4,In stock,30
585,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,4,In stock,30
586,Two Summers,14.64,1,In stock,30
587,This Is Your Brain on Music: The Science of a Human Obsession,38.4,1,In stock,30
588,The Secret Garden,15.08,4,In stock,30
589,The Raven King (The Raven Cycle #4),30.57,2,In stock,30
590,The Raven Boys (The Raven Cycle #1),57.74,4,In stock,30
591,The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,5,In stock,30
592,The Metamorphosis,28.58,1,In stock,30
593,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,In stock,30
594,The Little Paris Bookshop,24.73,3,In stock,30
595,The Hiding Place,55.91,4,In stock,30
596,The Grand Design,13.76,3,In stock,30
597,The Firm,45.56,3,In stock,30
598,The Fault in Our Stars,47.22,1,In stock,30
599,The False Prince (The Ascendance Trilogy #1),56.0,5,In stock,30
600,The Expatriates,44.58,2,In stock,30
601,The Dream Thieves (The Raven Cycle #2),34.5,1,In stock,31
602,The Darkest Corners,11.33,5,In stock,31
603,The Crossover,38.77,4,In stock,31
604,The 5th Wave (The 5th Wave #1),11.83,2,In stock,31
605,Tell the Wind and Fire,45.51,3,In stock,31
606,Tell Me Three Things,41.81,1,In stock,31
607,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,4,In stock,31
608,Siddhartha,34.22,5,In stock,31
609,Shiver (The Wolves of Mercy Falls #1),16.23,5,In stock,31
610,Remember Me?,11.48,3,In stock,31
611,Red Dragon (Hannibal Lecter #1),23.37,3,In stock,31
612,Peak: Secrets from the New Science of Expertise,16.28,2,In stock,31
613,My Mother Was Nuts,31.63,4,In stock,31
614,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,5,In stock,31
615,Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,In stock,31
616,Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,4,In stock,31
617,Logan Kade (Fallen Crest High #5.5),13.12,2,In stock,31
618,Last One Home (New Beginnings #1),59.98,3,In stock,31
619,Killing Floor (Jack Reacher #1),31.49,4,In stock,31
620,Kill the Boy Band,15.52,5,In stock,31
621,Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5,In stock,32
622,If I Stay (If I Stay #1),38.13,5,In stock,32
623,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,2,In stock,32
624,Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,1,In stock,32
625,"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,1,In stock,32
626,Foundation (Foundation (Publication Order) #1),32.42,1,In stock,32
627,Fool Me Once,16.96,1,In stock,32
628,Find Her (Detective D.D. Warren #8),22.37,1,In stock,32
629,Evicted: Poverty and Profit in the American City,42.27,1,In stock,32
630,Drama,38.7,2,In stock,32
631,Dracula the Un-Dead,35.63,5,In stock,32
632,Digital Fortress,58.0,5,In stock,32
633,"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,1,In stock,32
634,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,3,In stock,32
635,Critique of Pure Reason,20.75,1,In stock,32
636,Booked,17.49,5,In stock,32
637,"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,5,In stock,32
638,Approval Junkie: Adventures in Caring Too Much,58.81,5,In stock,32
639,An Abundance of Katherines,10.0,5,In stock,32
640,America's War for the Greater Middle East: A Military History,51.22,2,In stock,32
641,Alight (The Generations Trilogy #2),58.59,4,In stock,33
642,A Girl's Guide to Moving On (New Beginnings #2),31.3,1,In stock,33
643,A Game of Thrones (A Song of Ice and Fire #1),46.42,2,In stock,33
644,A Feast for Crows (A Song of Ice and Fire #4),17.21,4,In stock,33
645,A Clash of Kings (A Song of Ice and Fire #2),10.79,3,In stock,33
646,Vogue Colors A to Z: A Fashion Coloring Book,52.35,4,In stock,33
647,The Shining (The Shining #1),27.88,3,In stock,33
648,The Pilgrim's Progress,50.26,2,In stock,33
649,The Perfect Play (Play by Play #1),59.99,3,In stock,33
650,The Passion of Dolssa,28.32,5,In stock,33
651,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,3,In stock,33
652,The Hunger Games (The Hunger Games #1),29.85,5,In stock,33
653,The Hound of the Baskervilles (Sherlock Holmes #5),14.82,2,In stock,33
654,The Gunning of America: Business and the Making of American Gun Culture,16.81,4,In stock,33
655,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,2,In stock,33
656,The Demonists (Demonist #1),52.11,2,In stock,33
657,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,2,In stock,33
658,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,3,In stock,33
659,The Beast (Black Dagger Brotherhood #14),46.08,5,In stock,33
660,Some Women,13.73,5,In stock,33
661,Shopaholic Ties the Knot (Shopaholic #3),48.39,5,In stock,34
662,Paper and Fire (The Great Library #2),49.45,5,In stock,34
663,Outlander (Outlander #1),19.67,5,In stock,34
664,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,3,In stock,34
665,No One Here Gets Out Alive,20.02,5,In stock,34
666,Night Shift (Night Shift #1-20),12.75,4,In stock,34
667,Needful Things,47.51,4,In stock,34
668,Mockingjay (The Hunger Games #3),20.44,4,In stock,34
669,Misery,34.79,2,In stock,34
670,Little Women (Little Women #1),28.07,4,In stock,34
671,It,25.01,3,In stock,34
672,Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,3,In stock,34
673,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4,In stock,34
674,Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,4,In stock,34
675,Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5,In stock,34
676,Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,1,In stock,34
677,Gone with the Wind,32.49,3,In stock,34
678,God Is Not Great: How Religion Poisons Everything,27.8,1,In stock,34
679,Girl With a Pearl Earring,26.77,1,In stock,34
680,"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,4,In stock,34
681,Far From True (Promise Falls Trilogy #2),34.93,2,In stock,35
682,Dark Lover (Black Dagger Brotherhood #1),12.87,1,In stock,35
683,Confessions of a Shopaholic (Shopaholic #1),48.94,2,In stock,35
684,Changing the Game (Play by Play #2),13.38,3,In stock,35
685,Candide,58.63,3,In stock,35
686,Can You Keep a Secret?,21.94,1,In stock,35
687,Atlas Shrugged,26.58,5,In stock,35
688,Animal Farm,57.22,3,In stock,35
689,A Walk to Remember,56.43,1,In stock,35
690,A New Earth: Awakening to Your Life's Purpose,55.65,5,In stock,35
691,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,1,In stock,35
692,'Salem's Lot,49.56,4,In stock,35
693,Zero History (Blue Ant #3),34.77,1,In stock,35
694,Wuthering Heights,17.73,3,In stock,35
695,World War Z: An Oral History of the Zombie War,21.8,1,In stock,35
696,Wild: From Lost to Found on the Pacific Crest Trail,46.02,3,In stock,35
697,"Where'd You Go, Bernadette",18.13,1,In stock,35
698,When You Are Engulfed in Flames,30.89,5,In stock,35
699,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,3,In stock,35
700,We Are All Completely Beside Ourselves,24.04,1,In stock,35
701,Walk the Edge (Thunder Road #2),32.36,3,In stock,36
702,Voyager (Outlander #3),21.07,5,In stock,36
703,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,3,In stock,36
704,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,2,In stock,36
705,"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,1,In stock,36
706,Under the Banner of Heaven: A Story of Violent Faith,30.0,1,In stock,36
707,Two Boys Kissing,32.74,2,In stock,36
708,Twilight (Twilight #1),41.93,2,In stock,36
709,Twenties Girl,42.8,2,In stock,36
710,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,1,In stock,36
711,Three-Martini Lunch,23.21,3,In stock,36
712,"Thinking, Fast and Slow",21.14,1,In stock,36
713,The Wild Robot,56.07,3,In stock,36
714,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,3,In stock,36
715,The Undomestic Goddess,45.75,4,In stock,36
716,The Travelers,15.77,1,In stock,36
717,The Tipping Point: How Little Things Can Make a Big Difference,10.02,2,In stock,36
718,The Thing About Jellyfish,48.77,1,In stock,36
719,The Stand,57.86,2,In stock,36
720,The Smitten Kitchen Cookbook,23.59,1,In stock,36
721,The Silkworm (Cormoran Strike #2),23.05,5,In stock,37
722,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,5,In stock,37
723,The Rose & the Dagger (The Wrath and the Dawn #2),58.64,4,In stock,37
724,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,In stock,37
725,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,3,In stock,37
726,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,In stock,37
727,The Rest Is Noise: Listening to the Twentieth Century,34.77,1,In stock,37
728,The Red Tent,35.66,5,In stock,37
729,The Purpose Driven Life: What on Earth Am I Here for?,37.19,3,In stock,37
730,The Purest Hook (Second Circle Tattoos #3),12.25,1,In stock,37
731,The Picture of Dorian Gray,29.7,2,In stock,37
732,The Paris Wife,36.8,3,In stock,37
733,The Obsession,45.43,1,In stock,37
734,The Nightingale,26.26,4,In stock,37
735,The New Guy (and Other Senior Year Distractions),44.92,3,In stock,37
736,The Nanny Diaries (Nanny #1),52.53,5,In stock,37
737,The Name of God is Mercy,37.25,2,In stock,37
738,The Maze Runner (The Maze Runner #1),20.93,1,In stock,37
739,The Lover's Dictionary,58.09,2,In stock,37
740,The Lonely Ones,43.59,5,In stock,37
741,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3,In stock,38
742,The Last Painting of Sara de Vos,55.55,2,In stock,38
743,"The Land of 10,000 Madonnas",29.64,4,In stock,38
744,The Infinities,27.41,1,In stock,38
745,The Husband's Secret,52.51,5,In stock,38
746,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,3,In stock,38
747,The Guns of August,14.54,2,In stock,38
748,The Guernsey Literary and Potato Peel Pie Society,49.53,1,In stock,38
749,The Goldfinch,43.58,3,In stock,38
750,The Giver (The Giver Quartet #1),12.3,1,In stock,38
751,The Girl with All the Gifts,49.47,3,In stock,38
752,The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2,In stock,38
753,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,1,In stock,38
754,The Exiled,43.45,3,In stock,38
755,"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4,In stock,38
756,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,4,In stock,38
757,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,5,In stock,38
758,The Devil Wears Prada (The Devil Wears Prada #1),44.29,1,In stock,38
759,The Demon-Haunted World: Science as a Candle in the Dark,52.25,4,In stock,38
760,The Day the Crayons Came Home (Crayons),26.33,5,In stock,38
761,The Da Vinci Code (Robert Langdon #2),22.96,2,In stock,39
762,The Cuckoo's Calling (Cormoran Strike #1),19.21,1,In stock,39
763,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,4,In stock,39
764,The Complete Poems,41.32,5,In stock,39
765,The Catcher in the Rye,24.55,1,In stock,39
766,The Cat in the Hat (Beginner Books B-1),16.26,2,In stock,39
767,The Case for Christ (Cases for Christianity),47.84,1,In stock,39
768,The Book Thief,53.49,2,In stock,39
769,The Book of Basketball: The NBA According to The Sports Guy,44.84,5,In stock,39
770,The Blind Side: Evolution of a Game,53.71,5,In stock,39
771,The Autobiography of Malcolm X,23.43,2,In stock,39
772,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,3,In stock,39
773,The Art of Fielding,22.1,1,In stock,39
774,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2,In stock,39
775,Stiff: The Curious Lives of Human Cadavers,36.74,3,In stock,39
776,Spilled Milk: Based on a True Story,49.51,1,In stock,39
777,Something Borrowed (Darcy & Rachel #1),48.96,5,In stock,39
778,Something Blue (Darcy & Rachel #2),54.62,1,In stock,39
779,Soldier (Talon #3),24.72,2,In stock,39
780,Shopaholic & Baby (Shopaholic #5),46.45,2,In stock,39
781,Seven Days in the Art World,52.33,2,In stock,40
782,Seven Brief Lessons on Physics,30.6,4,In stock,40
783,Scarlet (The Lunar Chronicles #2),14.57,4,In stock,40
784,Sarah's Key,46.29,1,In stock,40
785,"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,5,In stock,40
786,Running with Scissors,12.91,4,In stock,40
787,Rogue Lawyer (Rogue Lawyer #1),50.11,3,In stock,40
788,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,4,In stock,40
789,Rework,44.88,2,In stock,40
790,Reservations for Two,11.1,3,In stock,40
791,Red: The True Story of Red Riding Hood,28.54,3,In stock,40
792,Ready Player One,19.07,4,In stock,40
793,Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,In stock,40
794,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,3,In stock,40
795,Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,1,In stock,40
796,Packing for Mars: The Curious Science of Life in the Void,56.68,2,In stock,40
797,Outliers: The Story of Success,14.16,1,In stock,40
798,Original Fake,31.45,3,In stock,40
799,Orange Is the New Black,24.61,2,In stock,40
800,One for the Money (Stephanie Plum #1),32.87,2,In stock,40
801,Notes from a Small Island (Notes From a Small Island #1),40.17,1,In stock,41
802,Night (The Night Trilogy #1),13.51,1,In stock,41
803,Neither Here nor There: Travels in Europe,38.95,3,In stock,41
804,Naked,31.69,3,In stock,41
805,Morning Star (Red Rising #3),29.4,1,In stock,41
806,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,1,In stock,41
807,Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2,In stock,41
808,Me Talk Pretty One Day,57.6,2,In stock,41
809,Manuscript Found in Accra,34.98,2,In stock,41
810,Lust & Wonder,11.87,2,In stock,41
811,Lila (Gilead #3),12.47,3,In stock,41
812,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,In stock,41
813,Life Without a Recipe,59.04,5,In stock,41
814,Life After Life,26.13,2,In stock,41
815,Letter to a Christian Nation,22.2,1,In stock,41
816,Let's Pretend This Never Happened: A Mostly True Memoir,45.11,1,In stock,41
817,Legend (Legend #1),43.69,4,In stock,41
818,"Lean In: Women, Work, and the Will to Lead",25.02,1,In stock,41
819,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5,In stock,41
820,Lady Renegades (Rebel Belle #3),53.04,5,In stock,41
821,Jurassic Park (Jurassic Park #1),44.97,1,In stock,42
822,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,1,In stock,42
823,Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,In stock,42
824,Into the Wild,56.7,5,In stock,42
825,Inferno (Robert Langdon #4),41.0,5,In stock,42
826,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3,In stock,42
827,If I Run (If I Run #1),49.97,4,In stock,42
828,I've Got Your Number,19.69,1,In stock,42
829,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,In stock,42
